Noel;11/12/04
The Toolbox Murders;11/12/04
Seed of Chucky;11/11/04
Bridget Jones: The Edge of Reason;11/10/04
Banlieue 13;11/9/04
The Incredibles;11/5/04
Mulan II;11/3/04
In questo mondo di ladri;10/29/04
Ray;10/29/04
Un long dimanche de fianÃ§ailles;10/26/04
Alfie;10/22/04
Sideways;10/22/04
The Grudge;10/22/04
Vera Drake;10/22/04
Kim Possible: A Sitch in Time;10/21/04
Unstoppable;10/20/04
The Power of Nightmares;10/19/04
Sniper 3;10/18/04
Finding Neverland;10/17/04
Cube Zero;10/15/04
Eulogy;10/15/04
Five Children and It;10/15/04
Inside I'm Dancing;10/15/04
Riding the Bullet;10/15/04
Shall We Dance?;10/15/04
The Final Cut;10/15/04
Team America: World Police;10/11/04
Frankenfish;10/9/04
Alone in the Wilderness;10/8/04
Friday Night Lights;10/8/04
Halloweentown High;10/8/04
Primer;10/8/04
Criminal;10/7/04
L'enquÃªte corse;10/6/04
Taxi;10/6/04
Frankenstein;10/5/04
Long Way Round;10/3/04
Ladder 49;10/1/04
Saw;10/1/04
Layer Cake;9/30/04
Dead Man's Shoes;9/29/04
Barbie as The Princess & the Pauper;9/28/04
First Daughter;9/24/04
The Forgotten;9/24/04
Surviving Christmas;9/21/04
Shark Tale;9/20/04
ArsÃ¨ne Lupin;9/17/04
Sky Captain and the World of Tomorrow;9/17/04
Vinci;9/17/04
The Libertine;9/16/04
The Heart is Deceitful Above All Things;9/15/04
Wimbledon;9/13/04
A Dirty Shame;9/12/04
It's All Gone Pete Tong;9/12/04
Saving Face;9/12/04
Haven;9/11/04
Hotel Rwanda;9/11/04
Suwingu gÃ¢ruzu;9/11/04
Crimen Ferpecto;9/10/04
I Heart Huckabees;9/10/04
Resident Evil: Apocalypse;9/10/04
Birth;9/8/04
Mensonges Et Trahisons Et Plus Si AffinitÃ©s...;9/8/04
Cellular;9/6/04
Dave Chappelle: For What it's Worth;9/4/04
Kinsey;9/4/04
Mysterious Skin;9/3/04
Palindromes;9/3/04
Paparazzi;9/3/04
Rois et reine;9/3/04
Stage Beauty;9/3/04
The Merchant of Venice;9/3/04
Wicker Park;9/3/04
A Love Song for Bobby Long;9/2/04
Vanity Fair;9/1/04
Superbabies: Baby Geniuses 2;8/27/04
Suspect Zero;8/27/04
The Brown Bunny;8/27/04
Anacondas: The Hunt for the Blood Orchid;8/26/04
Exorcist: The Beginning;8/20/04
My Summer of Love;8/20/04
Without a Paddle;8/20/04
YÅ«giÅ Dyueru MonsutÄzu Hikari no Piramiddo;8/13/04
AVP: Alien vs. Predator;8/12/04
Chin Kei Bin 2 - Fa Tou Tai Kam;8/12/04
Fighter in the Wind;8/12/04
Creep;8/10/04
Raise Your Voice;8/10/04
Little Black Book;8/6/04
Open Water;8/6/04
Collateral;8/4/04
Mickey, Donald, Goofy: The Three Musketeers;8/3/04
Madhouse;7/30/04
Mujhse Shaadi Karogi;7/30/04
She Hate Me;7/30/04
The Manchurian Candidate;7/30/04
The Village;7/30/04
A Home at the End of the World;7/23/04
The Bourne Supremacy;7/23/04
Thunderbirds;7/23/04
Catwoman;7/22/04
The Door in the Floor;7/18/04
9 Songs;7/16/04
Matando Cabos;7/16/04
Stuck in the Suburbs;7/16/04
I, Robot;7/15/04
(T)Raumschiff Surprise - Periode 1;7/14/04
A Cinderella Story;7/10/04
Anchorman: The Legend of Ron Burgundy;7/9/04
Riding Giants;7/9/04
Sleepover;7/9/04
King Arthur;7/7/04
De-Lovely;7/2/04
The Clearing;7/2/04
Spider-Man 2;6/25/04
The Notebook;6/25/04
White Chicks;6/23/04
Pride;6/21/04
Scooby-Doo! and the Loch Ness Monster;6/21/04
Salem's Lot;6/20/04
DodgeBall: A True Underdog Story;6/18/04
Around the World in 80 Days;6/16/04
Mr. 3000;6/15/04
The Chronicles of Riddick: Dark Fury;6/15/04
Ladies in Lavender;6/14/04
Cazuza - O tempo nÃ£o pÃ¡ra;6/11/04
In My Father's Den;6/11/04
Napoleon Dynamite;6/11/04
The Chronicles of Riddick;6/11/04
Zenon: Z3;6/11/04
Garfield;6/10/04
The Stepford Wives;6/10/04
King Solomon's Mines;6/6/04
SoupÃ§ons;6/1/04
Harry Potter and the Prisoner of Azkaban;5/31/04
Harold & Kumar Go to White Castle;5/30/04
Something the Lord Made;5/30/04
Crash;5/28/04
Soul Plane;5/28/04
Raising Helen;5/27/04
The Day After Tomorrow;5/26/04
Cruel Intentions 3;5/25/04
The Life and Death of Peter Sellers;5/21/04
Shrek 2;5/19/04
Dear Frankie;5/18/04
Modigliani;5/18/04
The Assassination of Richard Nixon;5/17/04
Breakin' All the Rules;5/14/04
DiG!;5/14/04
Undertow;5/14/04
The Football Factory;5/13/04
Troy;5/13/04
Van Helsing: The London Assignment;5/11/04
Mindhunters;5/7/04
The 24th Day;5/6/04
Van Helsing;5/5/04
New York Minute;5/1/04
Bobby Jones: Stroke of Genius;4/30/04
Envy;4/30/04
Godsend;4/30/04
Mean Girls;4/30/04
Head in the Clouds;4/29/04
Le conseguenze dell'amore;4/24/04
Man on Fire;4/23/04
What the #$*! Do We (K)now!?;4/23/04
Starship Troopers 2: Hero of the Federation;4/20/04
Spartacus;4/18/04
Chris Rock: Never Scared;4/17/04
ã‚¢ãƒƒãƒ—ãƒ«ã‚·ãƒ¼ãƒ‰;4/17/04
Kill Bill: Vol. 2;4/16/04
The Punisher;4/15/04
Balto III: Wings of Change;4/14/04
Le Convoyeur;4/14/04
13 Going On 30;4/13/04
Hawking;4/13/04
Ella Enchanted;4/9/04
The Girl Next Door;4/9/04
Deux frÃ¨res;4/7/04
The Alamo;4/7/04
Laws of Attraction;4/4/04
Hellboy;4/2/04
Home on the Range;4/2/04
Walking Tall;4/2/04
The Prince & Me;3/28/04
Never Die Alone;3/26/04
Jersey Girl;3/25/04
The Ladykillers;3/25/04
Scooby-Doo 2: Monsters Unleashed;3/24/04
Dawn of the Dead;3/19/04
Eternal Sunshine of the Spotless Mind;3/19/04
Taking Lives;3/19/04
Back to Gaya;3/18/04
Immortel (ad vitam);3/13/04
Non ti muovere;3/12/04
Secret Window;3/12/04
Spartan;3/12/04
Winnie the Pooh: Springtime with Roo;3/9/04
Wild Things 2;3/6/04
Hidalgo;3/5/04
Starsky & Hutch;3/5/04
Club Dread;2/27/04
Decoys;2/27/04
Dirty Dancing: Havana Nights;2/27/04
Twisted;2/27/04
The Passion of the Christ;2/25/04
Welcome to Mooseport;2/24/04
Against the Ropes;2/20/04
EuroTrip;2/20/04
Autobahnraser;2/19/04
Confessions of a Teenage Drama Queen;2/17/04
Eating Out;2/14/04
50 First Dates;2/13/04
Ae Fond Kiss...;2/13/04
Highwaymen;2/13/04
Bride & Prejudice;2/11/04
Before Sunset;2/10/04
Blueberry;2/9/04
Catch That Kid;2/6/04
Miracle;2/6/04
The Lion King 1Â½;2/6/04
LaLehet Al HaMayim;2/5/04
The Big Bounce;1/30/04
The Perfect Score;1/30/04
You Got Served;1/30/04
Anatomie de l'enfer;1/28/04
If Only;1/23/04
Khakee;1/23/04
Win a Date with Tad Hamilton!;1/23/04
The Butterfly Effect;1/22/04
D.E.B.S.;1/21/04
Metallica: Some Kind of Monster;1/21/04
Saved!;1/21/04
Speak;1/20/04
We Don't Live Here Anymore;1/20/04
Employee of the Month;1/17/04
Super Size Me;1/17/04
Along Came Polly;1/16/04
Garden State;1/16/04
Iron Jawed Angels;1/16/04
Torque;1/16/04
Mean Creek;1/15/04
The I Inside;1/15/04
Bring It On Again;1/13/04
Gracie's Choice;1/12/04
Chasing Liberty;1/9/04
Il cartaio;1/2/04
Tremors 4: The Legend Begins;1/2/04
A Good Woman;1/1/04
Dead Birds;1/1/04
Farscape The Peacekeeper Wars;1/1/04
In Enemy Hands;1/1/04
Mickey's Twice Upon a Christmas;1/1/04
Out of Reach;1/1/04
Satan's Little Helper;1/1/04
Six Shooter;1/1/04
The Calcium Kid;1/1/04
The Cutting Edge: The Magic of Movie Editing;1/1/04
Belly of the Beast;12/30/03
Leprechaun: Back 2 tha Hood;12/30/03
Big Fish;12/25/03
Paycheck;12/25/03
Peter Pan;12/25/03
The Young Black Stallion;12/25/03
Cheaper by the Dozen;12/24/03
Cold Mountain;12/24/03
House of Sand and Fog;12/19/03
Mona Lisa Smile;12/19/03
Blind Horizon;12/14/03
Love Don't Cost a Thing;12/12/03
Something's Gotta Give;12/12/03
The Statement;12/12/03
Les Clefs de bagnole;12/10/03
Stuck on You;12/10/03
The Fog of War: Eleven Lessons from the Life of Robert S. McNamara;12/9/03
Battlestar Galactica;12/8/03
Angels in America;12/7/03
The Last Samurai;12/5/03
The Land Before Time X: The Great Longneck Migration;12/2/03
The Lord of the Rings: The Return of the King;12/1/03
The Missing;11/26/03
Timeline;11/26/03
Bad Santa;11/25/03
The Haunted Mansion;11/25/03
Honey;11/24/03
In Hell;11/24/03
Eloise at Christmastime;11/23/03
Gothika;11/21/03
The Cat in the Hat;11/21/03
Kontroll;11/20/03
Monster;11/16/03
Looney Tunes: Back in Action;11/14/03
Master and Commander: The Far Side of the World;11/14/03
Shattered Glass;11/14/03
De fem benspÃ¦nd;11/7/03
The Matrix Revolutions;11/5/03
Boundin';11/4/03
In America;10/31/03
Luther;10/29/03
The Human Stain;10/29/03
Radio;10/24/03
Scary Movie 3;10/24/03
The Singing Detective;10/24/03
Beyond Borders;10/23/03
Wonderland;10/23/03
Tais-toi !;10/22/03
Batman: Mystery of the Batwoman;10/21/03
Indiana Jones: Making the Trilogy;10/21/03
Brother Bear;10/20/03
Sylvia;10/17/03
The Texas Chainsaw Massacre;10/17/03
De Zaak Alzheimer;10/15/03
Good Boy!;10/10/03
Kill Bill: Vol. 1;10/10/03
Elf;10/9/03
Runaway Jury;10/9/03
Mystic River;10/7/03
Miracle Run;10/6/03
Foolproof;10/3/03
Out of Time;10/3/03
The School of Rock;10/3/03
Scooby-Doo! and the Monster of Mexico;9/30/03
Barbie of Swan Lake;9/28/03
Duplex;9/26/03
National Lampoon Presents Dorm Daze;9/26/03
The Rundown;9/26/03
Young Adam;9/26/03
Cold Creek Manor;9/19/03
Secondhand Lions;9/19/03
Underworld;9/19/03
The Fighting Temptations;9/17/03
Bionicle: Mask of Light;9/15/03
Once Upon a Time in Mexico;9/11/03
Saints and Soldiers;9/11/03
The Company;9/10/03
The Corporation;9/10/03
Aileen: Life and Death of a Serial Killer;9/9/03
DÃ©dales;9/9/03
In the Cut;9/9/03
Nothing;9/9/03
Tiptoes;9/8/03
Love Actually;9/7/03
21 Grams;9/6/03
Camp;9/5/03
Coffee and Cigarettes;9/5/03
Dickie Roberts: Former Child Star;9/5/03
Party Monster;9/5/03
The Order;9/5/03
Touching the Void;9/5/03
Undead;9/4/03
Calendar Girls;9/2/03
Code 46;9/2/03
Intolerable Cruelty;9/2/03
Matchstick Men;9/1/03
The Dreamers;9/1/03
Girl with a Pearl Earring;8/31/03
Lost in Translation;8/31/03
Intermission;8/29/03
Open Range;8/29/03
Anything Else;8/27/03
Stitch! The Movie;8/26/03
My Boss's Daughter;8/21/03
Thirteen;8/20/03
George of the Jungle 2;8/18/03
American Splendor;8/15/03
Cabin Fever;8/15/03
Freddy vs. Jason;8/15/03
Grind;8/15/03
The Cheetah Girls;8/15/03
The Medallion;8/15/03
Uptown Girls;8/15/03
Out for a Kill;8/14/03
Jeepers Creepers 2;8/8/03
Le Divorce;8/8/03
S.W.A.T.;8/8/03
The Reckoning;8/6/03
Destino;8/5/03
Freaky Friday;8/3/03
All the Real Girls;8/1/03
American Wedding;8/1/03
Gigli;8/1/03
Spy Kids 3-D: Game Over;7/25/03
Seabiscuit;7/22/03
Lara Croft Tomb Raider: The Cradle of Life;7/21/03
Alien Hunter;7/19/03
Bad Boys II;7/18/03
How to Deal;7/18/03
The League of Extraordinary Gentlemen;7/11/03
Veronica Guerin;7/11/03
Latter Days;7/10/03
Pirates of the Caribbean: The Curse of the Black Pearl;7/9/03
Carolina;7/4/03
Legally Blonde 2: Red, White & Blonde;7/2/03
Sinbad: Legend of the Seven Seas;7/2/03
Terminator 3: Rise of the Machines;7/2/03
Air Bud: Spikes Back;7/1/03
Charlie's Angels: Full Throttle;6/27/03
The Room;6/27/03
Les Enfants de la Pluie;6/25/03
From Justin to Kelly;6/20/03
Hulk;6/19/03
Alex & Emma;6/16/03
Dumb and Dumberer: When Harry Met Lloyd;6/13/03
Rugrats Go Wild;6/13/03
The Even Stevens Movie;6/13/03
Chalte Chalte;6/12/03
Hollywood Homicide;6/9/03
Dracula II: Ascension;6/7/03
Mambo Italiano;6/6/03
2 Fast 2 Furious;6/5/03
Matriculated;6/3/03
Kid's Story;6/2/03
The Foreigner;6/1/03
The Second Renaissance Part II;6/1/03
Turbo Charged Prelude to 2 Fast 2 Furious;6/1/03
Soldier's Girl;5/31/03
Capturing the Friedmans;5/30/03
Finding Nemo;5/30/03
The Italian Job;5/30/03
Wrong Turn;5/30/03
Bruce Almighty;5/23/03
The Ghost of Lord Farquaad;5/23/03
The In-Laws;5/23/03
Deep Blue;5/18/03
Elephant;5/18/03
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem;5/18/03
Shade;5/18/03
Swimming Pool;5/18/03
Scorched;5/17/03
11:14;5/16/03
Bright Young Things;5/16/03
The Big Empty;5/16/03
After School Special;5/15/03
The Matrix Reloaded;5/15/03
The Diary of Ellen Rimbauer;5/12/03
Hope Springs;5/9/03
I Capture the Castle;5/9/03
Natural City;5/9/03
The Animatrix;5/9/03
Down with Love;5/8/03
Gomez & TavarÃ¨s;5/7/03
Daddy Day Care;5/3/03
Owning Mahowny;5/2/03
Charlie: The Life and Art of Charles Chaplin;5/1/03
Under the Tuscan Sun;4/30/03
A Wrinkle in Time;4/25/03
Confidence;4/25/03
Identity;4/25/03
The Lizzie McGuire Movie;4/25/03
X2;4/24/03
Helen of Troy;4/19/03
Basic;4/18/03
Holes;4/18/03
A Mighty Wind;4/16/03
Crime Spree;4/16/03
Mimic: Sentinel;4/14/03
Love Comes Softly;4/13/03
Anger Management;4/11/03
House of 1000 Corpses;4/11/03
House of the Dead;4/11/03
Ghosts of the Abyss;4/10/03
Malibu's Most Wanted;4/10/03
Homeless to Harvard: The Liz Murray Story;4/7/03
Johnny English;4/6/03
Love Object;4/5/03
A Man Apart;4/4/03
The Good Thief;4/3/03
Bienvenue chez les Rozes;4/2/03
A Detective Story;4/1/03
Bulletproof Monk;3/28/03
The Core;3/28/03
What a Girl Wants;3/27/03
Effroyables jardins;3/26/03
Frank Herbert's Children of Dune;3/25/03
Ned Kelly;3/22/03
Dreamcatcher;3/21/03
Final Flight of the Osiris;3/21/03
View from the Top;3/21/03
Chouchou;3/19/03
Hitler: The Rise of Evil;3/18/03
Piglet's Big Movie;3/16/03
Willard;3/14/03
Agent Cody Banks;3/12/03
Inspector Gadget 2;3/11/03
The Hunted;3/11/03
Bringing Down The House;3/7/03
My Life Without Me;3/7/03
Tears of the Sun;3/7/03
Scooby-Doo! And the Legend of the Vampire;3/4/03
Cradle 2 the Grave;2/28/03
Atlantis: Milo's Return;2/25/03
The Gathering;2/23/03
Gods and Generals;2/21/03
Old School;2/21/03
The Life of David Gale;2/21/03
Daredevil;2/14/03
Deliver Us from Eva;2/7/03
How to Lose a Guy in 10 Days;2/7/03
The Jungle Book 2;2/7/03
Shanghai Knights;2/6/03
The Second Renaissance Part I;2/1/03
Biker Boyz;1/31/03
Final Destination 2;1/31/03
The Sleeping Dictionary;1/31/03
Dead End;1/30/03
Whale Rider;1/30/03
The Station Agent;1/26/03
The Recruit;1/25/03
Darkness Falls;1/24/03
The Challenge;1/24/03
Tupac: Resurrection;1/23/03
101 Dalmatians II: Patch's London Adventure;1/21/03
Pieces of April;1/19/03
Cypher;1/18/03
Dot the I;1/18/03
The United States of Leland;1/18/03
A Guy Thing;1/17/03
Kangaroo Jack;1/17/03
National Security;1/17/03
The Cooler;1/17/03
Fear X;1/13/03
Just Married;1/9/03
44 Minutes: The North Hollywood Shoot-Out;1/1/03
Absolon;1/1/03
August Underground's Mordum;1/1/03
Batman: Dead End;1/1/03
Buongiorno, notte;1/1/03
Fear of the Dark;1/1/03
Flywheel;1/1/03
Head of State;1/1/03
Le temps du loup;1/1/03
Northfork;1/1/03
Saw;1/1/03
The Shape of Things;1/1/03
Confessions of a Dangerous Mind;12/30/02
Sniper 2;12/28/02
Nicholas Nickleby;12/27/02
The Hours;12/27/02
Chicago;12/26/02
Catch Me If You Can;12/25/02
Inuyasha: Kagami no Naka no MugenjÅ;12/22/02
Kaante;12/20/02
Saathiya;12/20/02
The Wild Thornberrys Movie;12/20/02
Antwone Fisher;12/19/02
Two Weeks Notice;12/19/02
The Lord of the Rings: The Two Towers;12/18/02
The Land Before Time IX: Journey to the Big Water;12/17/02
25th Hour;12/16/02
Dark Blue;12/14/02
Gangs of New York;12/14/02
About Schmidt;12/13/02
Drumline;12/13/02
Evelyn;12/13/02
Spider;12/13/02
The Hot Chick;12/13/02
Maid in Manhattan;12/12/02
Star Trek: Nemesis;12/12/02
Adaptation.;12/6/02
Analyze That;12/6/02
Equilibrium;12/6/02
Eight Crazy Nights;11/27/02
Solaris;11/27/02
Treasure Planet;11/26/02
When in Rome;11/26/02
Doctor Zhivago;11/24/02
Friday After Next;11/22/02
Ted Bundy;11/22/02
The Emperor's Club;11/22/02
The Quiet American;11/22/02
People I Know;11/21/02
Die Another Day;11/17/02
Half Past Dead;11/15/02
Harry Potter and the Chamber of Secrets;11/13/02
Spellbound;11/13/02
8 Mile;11/8/02
Femme Fatale;11/6/02
Carrie;11/4/02
Home Alone 4;11/2/02
They;11/1/02
28 Days Later...;10/31/02
I Spy;10/31/02
The Santa Clause 2;10/31/02
Left Behind II: Tribulation Force;10/29/02
Ghost Ship;10/25/02
Punch-Drunk Love;10/25/02
The Truth About Charlie;10/25/02
The Magdalene Sisters;10/24/02
Gone Nutty;10/21/02
Jackass: The Movie;10/21/02
Auto Focus;10/18/02
The Ring;10/18/02
Hellraiser: Hellseeker;10/15/02
Abandon;10/14/02
Below;10/11/02
Swept Away;10/11/02
The Rules of Attraction;10/11/02
Tuck Everlasting;10/11/02
White Oleander;10/11/02
Bowling for Columbine;10/9/02
Ã”nibus 174;10/8/02
Deathwatch;10/6/02
Brown Sugar;10/5/02
My Little Eye;10/4/02
Plots with a View;10/4/02
VeggieTales: Jonah;10/4/02
Darkness;10/2/02
Possession;10/2/02
The Transporter;10/2/02
Barbie as Rapunzel;10/1/02
Boat Trip;10/1/02
Red Dragon;9/29/02
The Tuxedo;9/27/02
Sweet Home Alabama;9/26/02
The Pianist;9/24/02
John Carpenterâ€™s Vampires: Los Muertos;9/23/02
Ballistic: Ecks vs. Sever;9/20/02
Trapped;9/20/02
Run Ronnie Run;9/16/02
Igby Goes Down;9/13/02
Stealing Harvard;9/13/02
Max;9/10/02
Try Seventeen;9/10/02
Moonlight Mile;9/9/02
Phone Booth;9/9/02
The Four Feathers;9/8/02
A Time for Dancing;9/6/02
City By The Sea;9/6/02
Swimfan;9/6/02
Dirty Pretty Things;9/5/02
Naqoyqatsi;9/2/02
Ripley's Game;9/2/02
Far from Heaven;9/1/02
Avenging Angelo;8/30/02
Frida;8/29/02
S1m0ne;8/23/02
Undisputed;8/23/02
One Hour Photo;8/21/02
The Guru;8/21/02
Serving Sara;8/20/02
The Adventures of Pluto Nash;8/15/02
FearDotCom;8/9/02
xXx;8/9/02
Blue Crush;8/8/02
Spy Kids 2: Island of Lost Dreams;8/7/02
Blood Work;8/4/02
Full Frontal;8/2/02
Signs;8/2/02
The Master of Disguise;8/2/02
K-9: P.I.;7/30/02
Austin Powers in Goldmember;7/26/02
The Crocodile Hunter: Collision Course;7/26/02
Ping Pong;7/20/02
K-19: The Widowmaker;7/19/02
Stuart Little 2;7/19/02
Eight Legged Freaks;7/17/02
Reign of Fire;7/12/02
Road to Perdition;7/12/02
The 51st State;7/10/02
Like Mike;7/3/02
Men in Black II;7/3/02
The Powerpuff Girls;7/3/02
Halloween: Resurrection;7/1/02
Hey Arnold! The Movie;6/28/02
Mr. Deeds;6/28/02
The House on Turk Street;6/28/02
Tarzan & Jane;6/24/02
Dahmer;6/21/02
Juwanna Mann;6/21/02
Lilo & Stitch;6/21/02
Minority Report;6/20/02
Air Bud: Seventh Inning Fetch;6/18/02
Scooby-Doo;6/14/02
The Bourne Identity;6/14/02
The Dangerous Lives of Altar Boys;6/14/02
Windtalkers;6/14/02
Getting There;6/11/02
Wishmaster 4: The Prophecy Fulfilled;6/10/02
Bubba Ho-tep;6/9/02
Bad Company;6/7/02
Bang Bang You're Dead;6/7/02
Divine Secrets of the Ya-Ya Sisterhood;6/7/02
Spun;6/1/02
The Sum of All Fears;5/31/02
The Third Wheel;5/31/02
Undercover Brother;5/31/02
Enough;5/24/02
Insomnia;5/24/02
Spirit: Stallion of the Cimarron;5/24/02
Welcome to Collinwood;5/24/02
Le fils;5/23/02
Sweet Sixteen;5/21/02
Derailed;5/19/02
Laurel Canyon;5/18/02
All or Nothing;5/17/02
The Importance of Being Earnest;5/17/02
Star Wars: Episode II - Attack of the Clones;5/15/02
Dinotopia;5/12/02
Dog Soldiers;5/10/02
Killing Me Softly;5/10/02
The New Guy;5/10/02
Unfaithful;5/10/02
Roger Dodger;5/9/02
Riders;5/8/02
Deuces Wild;5/3/02
Hollywood Ending;5/3/02
Spider-Man;5/1/02
About a Boy;4/26/02
Life or Something Like It;4/26/02
3 zÃ©ros;4/24/02
American Psycho 2: All American Girl;4/22/02
Murder by Numbers;4/19/02
Space Station 3D;4/17/02
The Scorpion King;4/16/02
Cube 2: Hypercube;4/15/02
Interstate 60;4/13/02
The Sweetest Thing;4/12/02
Bend It Like Beckham;4/11/02
The Skulls II;4/9/02
Changing Lanes;4/7/02
Big Trouble;4/5/02
High Crimes;4/3/02
Barbershop;4/1/02
National Lampoonâ€™s Van Wilder;3/29/02
Panic Room;3/29/02
Death to Smoochy;3/28/02
The Rookie;3/25/02
Blade II;3/22/02
Sorority Boys;3/22/02
Ali G Indahouse;3/21/02
Clockstoppers;3/17/02
The Century of the Self;3/17/02
Resident Evil;3/15/02
Showtime;3/14/02
Tom and Jerry: The Magic Ring;3/12/02
Firestarter 2: Rekindled;3/10/02
Ice Age;3/10/02
All About the Benjamins;3/8/02
Cadet Kelly;3/7/02
The Time Machine;3/4/02
40 Days and 40 Nights;3/1/02
We Were Soldiers;3/1/02
Shottas;2/27/02
Cinderella II: Dreams Come True;2/23/02
Dragonfly;2/22/02
My Big Fat Greek Wedding;2/22/02
Balto II: Wolf Quest;2/19/02
Crossroads;2/15/02
Hart's War;2/15/02
Return to Never Land;2/14/02
24 Hour Party People;2/13/02
Amen.;2/13/02
Lost in La Mancha;2/11/02
Queen of the Damned;2/10/02
Big Fat Liar;2/8/02
Rollerball;2/8/02
Collateral Damage;2/6/02
Heaven;2/6/02
The Hunchback of Notre Dame II;2/5/02
Rabbit-Proof Fence;2/4/02
Slackers;2/1/02
Rose Red;1/26/02
A Walk to Remember;1/25/02
Madea's Family Reunion;1/25/02
The Mothman Prophecies;1/25/02
The Count of Monte Cristo;1/23/02
Babylon 5: The Legend of the Rangers - To Live and Die in Starlight;1/19/02
Liberty Stands Still;1/18/02
Long Time Dead;1/18/02
Repli-Kate;1/18/02
Snow Dogs;1/18/02
The Kid Stays in the Picture;1/18/02
Bloody Sunday;1/16/02
Buying the Cow;1/14/02
Narc;1/14/02
May;1/13/02
Gerry;1/12/02
The Good Girl;1/12/02
Biggie and Tupac;1/11/02
Secretary;1/11/02
Orange County;1/10/02
D-Tox;1/4/02
Snow Queen;1/4/02
Better Luck Tomorrow;1/1/02
Get a Clue;1/1/02
Highway;1/1/02
Is It College Yet?;1/1/02
Morvern Callar;1/1/02
Rabbits;1/1/02
Salton Sea;1/1/02
Winnie the Pooh: A Very Merry Pooh Year;1/1/02
Mike's New Car;12/31/01
Black Hawk Down;12/28/01
I Am Sam;12/28/01
Mean Machine;12/26/01
Kate & Leopold;12/25/01
The Lost World;12/25/01
How High;12/21/01
Jimmy Neutron: Boy Genius;12/21/01
Joe Somebody;12/21/01
The Majestic;12/21/01
The Lord of the Rings: The Fellowship of the Ring;12/18/01
The Shipping News;12/18/01
Charlotte Gray;12/17/01
Iris;12/14/01
A Beautiful Mind;12/11/01
Ali;12/11/01
The Order;12/10/01
Vanilla Sky;12/10/01
Not Another Teen Movie;12/7/01
Ocean's Eleven;12/7/01
Beethoven's 4th;12/4/01
The Land Before Time VIII: The Big Freeze;12/4/01
Impostor;12/3/01
Jack and the Beanstalk: The Real Story;12/2/01
The Lost Battalion;12/2/01
Texas Rangers;11/30/01
Epoch;11/24/01
In the Bedroom;11/23/01
Novocaine;11/23/01
Black Knight;11/21/01
Out Cold;11/21/01
Tanguy;11/21/01
The Affair of the Necklace;11/20/01
The Matrix Revisited;11/19/01
Spy Game;11/18/01
Behind Enemy Lines;11/17/01
Frailty;11/17/01
Harry Potter and the Philosopher's Stone;11/16/01
The Wash;11/16/01
Good Advice;11/15/01
Mickey's House of Villains;11/15/01
Monster's Ball;11/11/01
Holiday in the Sun;11/10/01
Heist;11/9/01
Storytelling;11/8/01
Gosford Park;11/7/01
Mickey's Magical Christmas: Snowed in at the House of Mouse;11/6/01
The One;11/2/01
Citizen Toxie: The Toxic Avenger IV;11/1/01
Me Without You;11/1/01
Monsters, Inc.;11/1/01
Shallow Hal;11/1/01
Domestic Disturbance;10/30/01
Snow White;10/28/01
Thir13en Ghosts;10/26/01
Life as a House;10/25/01
The Man Who Sued God;10/25/01
Bones;10/24/01
Wishmaster 3: Beyond the Gates of Hell;10/23/01
K-PAX;10/22/01
In the Time of the Butterflies;10/21/01
From Hell;10/19/01
The Last Castle;10/19/01
Rudolph the Red-Nosed Reindeer & the Island of Misfit Toys;10/14/01
Bandits;10/12/01
Corky Romano;10/12/01
Dagon;10/12/01
Halloweentown II: Kalabar's Revenge;10/12/01
Children of the Corn: Revelation;10/9/01
Scooby-Doo and the Cyber Chase;10/9/01
Joy Ride;10/5/01
Serendipity;10/5/01
The Royal Tenenbaums;10/5/01
Training Day;10/5/01
Lantana;10/4/01
Zebra Lounge;10/4/01
Tremors 3: Back to Perfection;10/2/01
Barbie in the Nutcracker;9/30/01
Don't Say a Word;9/28/01
Zoolander;9/28/01
Hardball;9/14/01
Le vÃ©lo de Ghislain Lambert;9/14/01
The Glass House;9/14/01
The Unsaid;9/14/01
The Grey Zone;9/13/01
The Blue Planet;9/12/01
Band of Brothers;9/9/01
Buffalo Soldiers;9/8/01
Prozac Nation;9/8/01
Hearts in Atlantis;9/7/01
Knockaround Guys;9/7/01
The Musketeer;9/7/01
Birthday Girl;9/6/01
Soul Survivors;9/6/01
Rock Star;9/4/01
To End All Wars;9/2/01
Lovely & Amazing;8/31/01
O;8/31/01
Bubble Boy;8/24/01
Ghosts of Mars;8/24/01
Jay and Silent Bob Strike Back;8/22/01
Summer Catch;8/22/01
American Outlaws;8/17/01
Captain Corelli's Mandolin;8/17/01
The Fourth Angel;8/15/01
American Pie 2;8/10/01
Session 9;8/10/01
Osmosis Jones;8/7/01
The Curse of the Jade Scorpion;8/5/01
James Dean;8/4/01
Original Sin;8/3/01
Rush Hour 2;8/3/01
The Cat's Meow;8/3/01
The Princess Diaries;8/3/01
The Others;8/2/01
Rat Race;7/30/01
Wet Hot American Summer;7/27/01
Planet of the Apes;7/25/01
Dil Chahta Hai;7/24/01
Jason X;7/24/01
Ghost World;7/20/01
Hedwig and the Angry Inch;7/20/01
Jurassic Park III;7/18/01
America's Sweethearts;7/17/01
Mimic 2;7/17/01
The Mists of Avalon;7/15/01
Legally Blonde;7/13/01
Made;7/13/01
Prince Charming;7/13/01
The Score;7/13/01
